geneNames	s1	s2	s3	s4
FAM46A	13	10	15	15
FAM50A	10	17	1	5
FAM53C	9	14	5	10
FAM57A	5	6	1	5
FAM63B	3	8	17	5
FAM65A	6	16	4	5
FAM69A	8	10	8	2
FAM73A	5	6	1	5
FAM76B	5	3	5	7
FAM89B	5	3	9	5
FAM8A1	9	7	2	5
FAM91A1	10	14	18	25
FAM92A1	10	6	7	15
FAM96A	5	4	11	7
FAM96B	3	6	24	30
FAM98A	6	15	13	21
FAM98B	4	6	4	8
FAN1	4	7	4	11
FANCI	1	5	17	16
FAP	141	23	2	5
FAR1	12	24	0	6
FAR2	1	7	5	6
FARP1	6	16	9	8
FARSB	4	12	15	5
FAS	11	9	10	14
FASN	42	36	17	8
FASTK	2	6	7	8
FASTKD2	7	7	6	12
FAT1	75	144	10	1
FAT4	22	9	23	23
FAU	18	16	7	2
FAXDC2	12	3	6	8
FBL	5	4	5	8
FBLIM1	10	27	8	4
FBLN1	203	10	18	20
FBLN5	74	3	18	7
FBN1	616	680	4	5
FBN2	7	26	7	6
FBRS	8	7	2	7
FBXL17	7	8	3	6
FBXL18	4	9	9	4
FBXL20	3	12	8	13
FBXL3	13	9	6	7
FBXL5	15	18	2	8
FBXL7	4	5	16	16
FBXO10	8	1	8	7
FBXO11	16	14	4	8
FBXO18	7	10	5	4
FBXO21	9	3	13	9
FBXO22	0	5	10	9
FBXO28	3	13	6	7
FBXO3	2	5	22	18
FBXO30	3	5	5	11
FBXO32	93	25	23	19
FBXO33	6	3	3	7
FBXO38	11	6	5	5
FBXO45	2	5	28	42
FBXO7	11	12	22	37
FBXO9	7	13	11	2
FBXW11	11	24	10	11
FBXW2	9	17	12	19
FBXW5	6	14	5	7
FBXW8	11	6	14	10
FCF1	5	6	7	5
FCGRT	14	1	6	7
FCHO2	8	6	2	6
FCHSD2	13	12	6	4
FDFT1	16	13	12	5
FDPS	5	13	9	3
FDXR	1	5	37	101
FECH	4	5	5	3
FEM1A	4	7	12	5
FEM1B	22	15	6	6
FEM1C	4	7	6	10
FEN1	1	5	57	8
FER	2	5	1	6
FERMT2	41	78	2	10
FEZ2	16	15	8	15
FGD1	6	2	15	2
FGD4	4	5	20	22
FGD5-AS1	24	17	3	22
FGD6	9	3	27	39
FGF1	1	7	9	7
FGF2	4	96	0	5
FGF5	9	31	7	8
FGF7	41	6	8	7
FGFR1	42	25	11	14
FGFR1OP	5	4	7	10
FGFR1OP2	7	3	33	40
FGFRL1	2	8	44	41
FH	9	17	1	5
FHAD1	3	5	6	2
FHL1	26	144	15	9
FHL2	41	81	9	9
FHOD1	6	11	12	8
FIBCD1	3	5	22	20
FIBIN	40	0	93	87
FIBP	3	6	3	6
FIP1L1	8	9	3	27
FIS1	6	7	0	7
FKBP10	55	70	7	13
FKBP14	5	15	21	15
FKBP15	11	8	5	2
FKBP1A	34	94	2	5
FKBP3	6	9	4	14
FKBP4	1	13	8	6
FKBP5	43	1	3	5
FKBP7	15	2	1	10
FKBP8	13	21	14	6
FKBP9	53	34	0	5
FKTN	10	11	5	12
FLCN	7	6	2	13
FLG	0	66	13	17
FLII	24	30	29	268
FLJ23867	4	6	6	9
FLNA	474	792	10	4
FLNB	53	180	7	4
FLNC	15	186	8	10
FLOT1	13	14	9	7
FLOT2	11	13	4	14
FLRT2	16	12	7	6
FLYWCH1	4	5	9	3
FMN1	1	6	4	14
FMN2	7	12	9	7
FMNL2	15	7	2	5
FMNL3	21	7	4	10
FMO2	5	0	7	21
FMO3	12	2	17	9
FMR1	9	6	6	3
FN1	18521	11155	6	7
FNBP1	7	8	7	9
FNBP1L	19	3	12	14
FNBP4	9	8	14	3
FNDC1	44	5	8	5
FNDC3A	26	20	8	5
FNDC3B	29	53	6	5
FNDC4	0	11	1	5
FNIP1	9	9	3	9
FNIP2	11	5	5	26
FNTA	19	7	16	10
FOCAD	7	11	6	5
FOPNL	3	7	1	7
FOS	3	10	5	3
FOSL1	1	26	7	7
FOSL2	11	26	5	5
FOXC2	1	5	14	14
FOXD1	2	7	15	13
FOXJ2	4	11	6	40
FOXJ3	8	8	16	52
FOXK1	10	7	11	16
FOXK2	3	9	14	8
FOXM1	1	9	4	9
FOXN2	3	5	2	10
FOXN3	30	23	11	7
FOXO1	12	0	9	8
FOXO3	13	8	2	5
FOXP1	15	11	13	5
FOXP4	2	6	15	16
FOXRED2	6	1	27	16
FPGS	1	10	11	42
FRG1	5	5	7	6
FRMD4A	8	17	4	5
FRMD6	47	107	7	2
FRMD8	0	5	13	10
FRS2	5	5	9	7
FRY	6	2	30	18
FRYL	8	15	5	1
FSCN1	9	35	27	5
FST	18	8	6	4
FSTL1	408	957	7	10
FSTL3	8	8	6	6
FTH1	704	338	5	1
FTL	310	310	5	0
FTO	18	16	5	0
FTSJ1	1	17	16	0
FTSJ3	7	10	7	2
FUBP1	9	12	5	5
FUBP3	14	11	5	7
FUCA2	12	10	10	1
FUK	6	2	5	2
FUNDC2	9	2	10	8
FURIN	15	21	6	7
FUS	6	32	1	7
FUT8	21	9	8	13
FXR1	24	22	4	6
FXR2	7	5	14	13
FXYD5	3	17	3	6
FYCO1	18	14	5	5
FYN	14	11	16	16
FYTTD1	8	15	1	22
FZD1	16	5	7	4
FZD2	8	14	7	11
FZD4	10	3	9	11
FZD6	8	17	4	6
FZD7	7	12	3	5
FZD8	5	0	22	18
FZR1	1	8	8	11
G2E3	5	5	10	8
G3BP1	22	24	29	35
G3BP2	35	43	9	11
G6PC3	2	7	5	8
G6PD	12	50	5	1
GAA	10	4	5	4
GAB2	11	4	7	9
GABARAP	48	27	5	3
GABARAPL1	21	18	5	0
GABARAPL2	9	11	27	29
GABBR1	5	7	3	12
GABPA	15	7	6	9
GABPB1	4	5	11	11
GADD45A	8	21	23	25
GADD45B	3	7	10	16
GADD45GIP1	5	1	4	10
GAK	4	9	4	6
GALC	7	1	6	7
GALNS	6	3	3	12
GALNT1	107	47	6	11
GALNT10	48	92	14	14
GALNT11	5	4	16	9
GALNT15	15	0	9	6
GALNT2	23	69	5	10
GALNT3	3	11	6	2
GALNT5	19	94	17	10
GALNT7	5	5	10	10
GANAB	76	110	5	8
GANC	2	6	24	13
GAPDH	224	637	6	16
GAPVD1	9	19	14	12
GAR1	0	7	32	27
GARS	47	62	2	8
GART	13	12	5	7
GAS1	22	0	5	4
GAS2L1	2	5	19	8
GAS2L3	1	15	7	0
GAS5	28	8	5	2
GAS6	183	90	10	15
GATAD1	14	7	19	24
GATAD2A	7	11	8	17
GATAD2B	4	9	22	34
GATSL2	6	1	1	8
GBA	20	13	19	15
GBA2	3	8	9	7
GBAS	6	5	9	4
GBE1	43	32	12	4
GBF1	15	25	27	16
GBP1	6	18	6	4
GBP2	19	5	16	19
GBP3	12	10	0	5
GCC1	7	5	3	5
GCC2	10	4	12	19
GCFC2	4	5	3	8
GCLC	18	4	6	5
GCLM	7	12	13	19
GCN1L1	31	37	8	7
GCNT1	12	7	5	9
GCSH	5	1	3	9
GDE1	16	10	8	10
GDF11	7	2	4	11
GDF15	5	1	0	14
GDI1	13	27	11	5
GDI2	44	53	9	8
GDNF	5	7	6	6
GEMIN4	4	5	7	4
GEMIN5	4	6	8	4
GEMIN8	5	2	3	7
GET4	0	6	2	8
GFM2	2	9	5	8
GFPT1	18	29	4	6
GFPT2	8	2	10	1
GFRA1	16	26	0	7
GGA1	4	5	6	3
GGA2	10	13	8	6
GGA3	6	3	9	6
GGCX	7	17	24	16
GGH	4	10	15	10
GGNBP2	10	10	21	8
GGPS1	6	3	6	5
GHITM	24	37	4	10
GID8	6	9	6	2
GIGYF1	12	8	28	20
GIGYF2	11	12	12	8
GINM1	12	11	9	6
GINS4	0	6	49	61
GIPC1	4	12	15	8
GIT1	7	10	2	9
GIT2	11	15	8	15
GJA1	231	52	8	7
GJC1	4	5	11	3
GK5	9	7	4	12
GLB1	29	6	5	4
GLCE	8	3	7	12
GLE1	4	7	88	73
GLG1	55	66	7	7
GLI2	0	5	5	4
GLI3	7	4	20	12
GLIPR1	16	69	4	9
GLIS2	4	8	3	6
GLMN	0	5	2	13
GLMP	15	2	7	15
GLO1	10	26	2	6
GLOD4	4	8	12	10
GLRB	11	6	7	7
GLRX	26	13	8	2
GLRX3	8	10	2	23
GLS	65	122	15	13
GLT8D1	9	10	3	7
GLT8D2	7	5	1	5
GLTP	2	13	5	4
GLTSCR2	17	5	4	8
GLUD1	24	18	3	5
GLUL	39	7	6	1
GLYR1	5	19	6	7
GM2A	13	8	9	3
GMFB	16	21	1	6
GMPPA	3	6	5	8
GMPPB	1	5	2	8
GMPR2	8	10	8	6
GMPS	13	15	5	0
GNA11	3	12	8	1
GNA12	6	22	25	23
GNA13	17	17	9	8
GNAI1	11	9	4	12
GNAI2	36	80	11	5
GNAI3	10	19	8	5
GNAQ	17	30	3	9
GNAS	60	127	4	11
GNB1	40	98	11	10
GNB2	16	11	2	10
GNB2L1	140	105	15	14
GNB4	9	25	7	10
GNB5	7	2	7	5
GNE	5	10	4	6
GNG11	10	8	12	9
GNG12	38	122	18	29
GNG2	6	0	5	2
GNG5	11	4	19	22
GNL1	9	10	6	5
GNL2	5	15	16	17
GNL3	13	20	0	33
GNL3L	5	11	11	22
GNPAT	6	7	16	28
GNPDA1	17	6	10	5
GNPNAT1	5	18	16	71
GNPTAB	38	28	7	0
GNPTG	8	4	31	5
GNS	89	47	9	8
GOLGA1	5	4	9	12
GOLGA2	15	16	11	13
GOLGA3	15	25	5	0
GOLGA4	29	49	6	3
GOLGA5	9	15	12	9
GOLGA7	6	7	4	7
GOLGA8A	7	8	5	9
GOLGB1	49	45	38	122
GOLIM4	17	28	2	9
GOLM1	22	14	9	11
GOLPH3	18	9	7	3
GOLPH3L	8	6	4	6
GOLT1B	16	16	3	20
GON4L	6	8	7	21
GOPC	22	25	17	8
GORASP1	7	9	13	13
GORASP2	16	25	7	8
GOSR1	4	11	210	82
GOSR2	7	8	16	28
GOT1	7	6	7	8
GOT2	11	13	6	6
GPAA1	6	10	6	14
GPAM	34	21	6	0
GPAT2	1	5	20	25
GPATCH11	1	5	11	9
GPATCH2L	7	12	7	8
GPATCH4	3	8	11	5
GPATCH8	22	16	9	6
GPBP1	14	6	24	29
GPBP1L1	14	10	3	7
GPC1	5	68	7	14
GPC6	22	1	1	5
GPCPD1	4	5	8	18
GPD2	7	15	16	6
GPI	22	31	10	12
GPM6B	13	0	8	5
GPN1	10	5	2	6
GPNMB	313	6	16	2
GPR1	3	9	10	15
GPR107	16	27	5	3
GPR108	4	8	0	9
GPR116	3	135	4	5
GPR124	16	1	8	19
GPR125	8	3	9	7
GPR137	7	3	4	6
GPR137B	7	1	16	15
GPR161	5	8	8	20
GPR176	24	27	8	1
GPR180	3	5	12	12
GPR85	5	2	4	5
GPRC5A	0	12	6	14
GPS1	5	12	2	6
GPS2	7	5	4	8
GPSM1	2	6	0	7
GPT2	7	2	7	12
GPX1	10	10	29	23
GPX4	23	9	14	13
GPX8	49	33	9	9
GRAMD1A	5	5	8	10
GRAMD1B	2	16	57	63
GRAMD3	11	25	7	2
GRB10	5	15	4	6
GRB2	12	22	11	6
GREM1	12	286	5	9
GRHPR	11	16	10	19
GRINA	31	21	11	16
GRIPAP1	4	6	13	12
GRK6	3	7	5	7
GRN	63	27	7	14
GRPEL1	1	5	4	7
GRPEL2	2	7	3	7
GRSF1	14	16	5	4
GSDMD	7	4	13	19
GSE1	9	6	20	13
GSK3A	4	8	5	3
GSK3B	15	30	7	2
GSN	64	44	12	4
GSPT1	16	35	4	10
GSR	21	15	27	9
GSS	5	6	2	5
GSTA4	0	6	3	5
GSTK1	11	9	5	7
GSTM3	2	6	18	12
GSTO1	15	15	8	2
GSTP1	10	22	8	2
GTDC1	2	5	5	1
GTF2A1	10	6	6	6
GTF2F1	12	12	1	5
GTF2F2	3	11	13	29
GTF2H1	10	6	5	3
GTF2H2B	2	5	15	21
GTF2H3	4	7	4	5
GTF2H5	6	6	3	12
GTF2I	8	8	6	1
GTF3A	13	13	1	5
GTF3C1	13	13	5	5
GTF3C2	7	8	2	7
GTF3C3	5	3	1	7
GTF3C5	7	2	2	6
GTF3C6	6	7	8	10
GTPBP1	12	5	21	11
GTPBP2	5	9	5	5
GTPBP4	5	13	7	8
GTSE1	0	5	18	22
GUCD1	10	6	4	40
GUCY1B3	7	0	12	6
GUF1	5	5	6	36
GUK1	7	9	12	19
GUSB	9	6	18	30
GUSBP4	5	0	4	6
GXYLT1	3	5	4	6
GYG1	7	13	107	47
GYPC	13	3	26	5
GYS1	4	13	4	9
H19	11	0	15	34
H1F0	10	13	7	6
H2AFV	8	24	9	12
H2AFX	0	5	28	40
H2AFY	18	23	26	16
H2AFZ	13	37	8	2
H3F3B	29	51	9	8
H6PD	44	19	4	8
HADH	7	6	4	9
HADHA	31	46	7	7
HADHB	20	20	4	5
HAPLN1	2	9	1	5
HARS	9	10	4	11
HARS2	4	6	20	28
HAS2	0	25	131	265
HAT1	3	10	34	21
HAUS2	6	9	8	0
HAUS6	3	9	9	15
HAUS7	3	5	17	16
HAX1	12	10	57	50
HBP1	24	9	10	9
HBS1L	11	12	44	56
HCCS	2	9	32	28
HCFC1	6	7	17	21
HCFC1R1	6	0	14	10
HCFC2	11	6	5	4
HCG18	3	5	4	9
HDAC1	8	13	3	5
HDAC2	20	22	5	7
HDAC3	7	4	0	8
HDAC4	5	0	11	24
HDAC5	11	13	50	32
HDAC6	5	7	9	10
HDAC7	16	18	10	17
HDAC9	4	5	3	5
HDDC2	9	4	11	5
HDGF	23	44	11	13
HDGFRP2	4	5	12	1
HDGFRP3	8	7	5	9
HDHD1	0	5	12	7
HDHD2	4	9	5	5
HDLBP	177	226	2	5
HEATR1	16	19	5	2
HEATR5A	5	13	1	14
HEATR5B	3	7	6	9
HEATR6	7	3	2	5
HEBP1	15	5	3	10
HECA	12	5	6	19
HECTD1	40	45	3	8
HECTD2	5	3	3	11
HECTD3	12	9	5	6
HECTD4	11	16	17	66
HEG1	131	265	9	4
HELQ	7	0	3	5
HELZ	6	15	280	231
HERC1	18	14	0	6
HERC2	13	24	21	38
HERC2P2	17	11	5	16
HERC3	8	5	6	3
HERC4	14	55	11	8
HERPUD1	32	21	17	24
HEXA	57	18	10	10
HEXB	71	23	18	24
HEXIM1	12	6	79	135
HFE	8	1	13	5
HGF	8	0	179	167
HGS	12	13	59	1
HGSNAT	25	22	14	6
HHIP	0	5	7	5
HIAT1	13	15	15	14
HIATL1	17	12	9	12
HIBADH	5	6	5	5
HIBCH	5	4	7	21
HIF1A	77	74	47	59
HIF1AN	11	11	15	55
HIGD1A	10	10	21	9
HIGD2A	5	5	5	0
HINT1	17	32	5	2
HINT3	7	4	5	10
HIP1	20	13	15	8
HIPK1	8	14	4	6
HIPK2	17	23	7	99
HIPK3	22	5	5	5
HIRA	2	5	15	12
HIST1H2BK	6	4	8	1
HIST2H2BE	1	5	7	8
HIVEP1	7	4	13	14
HIVEP2	12	16	10	10
HIVEP3	4	5	5	5
HJURP	0	6	9	25
HK1	13	50	14	10
HK2	7	19	3	5
HKR1	5	4	8	5
HLA-A	81	45	17	16
HLA-B	81	47	6	3
HLA-C	75	53	7	22
HLA-E	59	29	14	6
HLA-F	5	4	13	5
HLCS	5	2	5	5
HLTF	21	9	31	42
HM13	15	27	4	8
HMCES	1	6	55	70
HMCN1	162	12	8	12
HMG20A	4	10	2	7
HMG20B	2	8	10	8
HMGA1	19	20	46	63
HMGA2	5	3	9	6
HMGB1	46	59	1	14
HMGB2	3	13	9	2
HMGB3	6	8	72	32
HMGCL	6	5	8	13
HMGCR	13	14	12	9
HMGCS1	6	16	36	13
HMGN1	14	29	3	10
HMGN2	22	65	8	11
HMGN3	3	5	3	13
HMGN4	8	16	7	3
HMGXB3	18	14	5	4
HMGXB4	2	8	1	7
HMMR	0	7	6	2
HMOX1	13	9	4	5
HMOX2	4	6	7	7
HN1	0	18	6	16
HN1L	5	20	18	9
HNMT	21	1	4	10
HNRNPA0	19	24	4	6
HNRNPA1	16	18	36	29
HNRNPA2B1	83	140	1	17
HNRNPA3	29	64	4	9
HNRNPAB	7	20	28	17
HNRNPC	69	63	22	40
HNRNPD	13	30	5	3
HNRNPDL	22	41	1	17
HNRNPF	26	27	4	6
HNRNPH1	36	56	3	7
HNRNPH3	25	18	5	0
HNRNPK	88	107	3	6
HNRNPL	24	37	3	6
HNRNPLL	7	10	7	7
HNRNPM	17	31	3	9
HNRNPR	18	34	6	1
HNRNPU	43	62	7	10
HNRNPUL1	23	34	5	8
HNRNPUL2	2	10	5	2
HOMER1	1	5	7	4
HOMER3	4	10	0	5
HOOK3	8	18	5	8
HOXB7	5	3	13	13
HOXC10	7	7	188	94
HOXC6	6	2	12	8
HOXD8	6	0	26	71
HP1BP3	33	40	4	5
HPCAL1	1	8	10	10
HPRT1	4	5	33	69
HPS1	10	12	7	12
HPS3	10	13	6	48
HPS5	4	23	10	15
HS1BP3	5	2	57	8
HS2ST1	14	16	9	12
HS3ST3B1	0	5	3	9
HSBP1	15	24	17	7
HSD17B11	15	2	13	12
HSD17B12	14	10	3	6
HSD17B4	21	20	5	1
HSDL1	9	1	5	3
HSDL2	2	13	32	18
HSF1	8	11	0	11
HSF2	5	3	4	12
HSP90AA1	118	227	20	20
HSP90AB1	136	184	9	7
HSP90B1	72	310	5	3
HSPA12A	2	7	5	9
HSPA13	17	20	4	6
HSPA14	3	12	1	5
HSPA1A	5	11	3	6
HSPA4	34	42	13	12
HSPA5	68	187	2	5
HSPA8	246	287	5	4
HSPA9	49	37	2	6
HSPB1	27	44	1	5
HSPB11	3	7	12	15
HSPB7	0	24	0	7
HSPB8	3	13	6	7
HSPD1	34	50	6	2
HSPE1	5	13	6	1
HSPG2	114	200	14	6
HSPH1	19	29	19	27
HTATIP2	3	11	10	4
HTATSF1	7	14	3	6
HTRA1	222	22	9	2
HTT	10	15	1	6
HUWE1	52	77	3	7
HYAL2	5	4	5	3
HYOU1	7	44	7	8
IARS	60	58	5	4
IARS2	27	16	6	8
IBTK	10	14	3	6
ICAM1	5	3	5	6
ICE1	17	19	6	11
ICE2	7	4	4	7
ICK	6	6	2	8
ICMT	15	34	6	6
ID2	5	7	9	5
ID3	9	29	5	9
IDE	9	10	8	13
IDH1	22	14	21	14
IDH2	2	10	1	8
IDH3A	4	6	38	28
IDH3B	8	2	5	6
IDH3G	2	7	2	5
IDI1	10	12	26	33
IDS	31	32	63	88
IER2	4	6	7	15
IER3	0	15	0	7
IER3IP1	6	7	18	14
IER5	4	10	7	5
IER5L	5	1	15	96
IFFO2	3	17	10	13
IFI16	73	14	8	7
IFI27L2	1	5	5	4
IFI30	3	9	4	6
IFI44	8	5	11	14
IFI44L	6	0	14	2
IFIH1	5	3	3	10
IFIT1	8	5	1	5
IFIT3	7	3	1	6
IFIT5	8	5	0	23
IFITM10	8	4	8	10
IFITM2	25	22	12	9
IFITM3	46	34	5	8
IFNAR1	20	23	0	7
IFNAR2	5	5	7	1
IFNGR1	30	4	3	5
IFNGR2	10	4	8	4
IFRD1	23	10	10	12
IFRD2	5	5	9	1
IFT122	5	3	6	5
IFT172	4	5	1	5
IFT20	4	6	23	45
IFT46	6	3	26	17
IFT52	11	5	6	3
IFT57	5	4	6	2
IFT80	13	5	3	5
IGBP1	16	10	7	2
IGF1R	21	17	8	23
IGF2BP2	17	9	19	27
IGF2BP3	3	5	9	7
IGF2R	73	60	7	3
IGFBP2	7	0	0	11
IGFBP3	69	294	5	2
IGFBP4	142	227	30	38
IGFBP5	1	9	46	40
IGFBP6	2	14	5	6
IGFBP7	243	162	5	7
IK	23	11	2	5
IKBIP	9	17	10	10
IKBKAP	8	17	5	9
IKBKB	7	6	11	15
IKZF2	6	1	5	3
IL10RB	11	8	7	11
IL13RA1	41	28	10	4
IL16	5	0	9	40
IL17RA	5	4	8	9
IL1R1	129	7	14	8
IL1RAP	5	4	6	6
IL4R	8	4	20	24
IL6ST	112	85	2	11
IL7R	0	13	8	6
ILF2	32	27	4	9
ILF3	36	35	2	5
ILK	21	44	2	7
ILVBL	7	4	7	4
IMMT	8	15	4	7
IMPACT	7	5	5	5
IMPAD1	29	35	5	2
IMPDH2	14	15	16	3
INAFM2	2	11	15	14
INCENP	0	9	0	6
INF2	7	14	8	4
INHBA	11	23	6	11
INO80	2	8	28	17
INO80D	4	6	8	9
INPP4A	2	7	5	7
INPP5A	1	8	20	19
INPP5F	6	3	10	13
INPP5K	5	7	1	5
INPPL1	19	25	6	4
INSIG1	40	20	0	7
INSIG2	11	2	7	17
INTS1	11	18	10	29
INTS10	9	8	21	20
INTS3	12	15	0	14
INTS4	9	6	13	13
INTS5	5	5	15	14
INTS6	7	13	5	17
INTS8	10	4	5	2
IP6K1	9	6	3	15
IP6K2	10	8	5	5
IPO13	6	8	7	6
IPO4	2	11	2	10
IPO5	69	85	10	3
IPO7	52	53	32	55
IPO8	7	9	5	3
IPO9	12	19	7	15
IQCB1	2	5	10	10
IQCE	3	9	9	6
IQGAP1	63	103	2	7
IQGAP3	0	9	5	8
IQSEC1	5	4	12	3
IRAK1	32	18	22	13
IRAK4	5	3	5	17
IREB2	14	14	6	8
IRF2	5	8	11	14
IRF2BP2	38	10	7	6
IRF3	3	6	2	6
IRGQ	7	6	7	1
IRS1	13	11	10	10
IRS2	12	3	9	1
ISCA1	6	7	4	5
ISCU	13	4	8	11
IST1	18	14	11	6
ITCH	12	17	6	4
ITFG1	11	14	6	3
ITFG3	11	21	8	10
ITGA1	8	8	26	20
ITGA10	56	9	28	29
ITGA11	168	73	6	7
ITGA3	6	118	3	16
ITGA4	8	24	3	6
ITGA5	72	267	14	9
ITGA6	1	12	12	10
ITGA7	13	5	6	10
ITGAV	143	118	14	26
ITGB1	612	789	9	6
ITGB1BP1	5	9	0	6
ITGB5	175	63	0	5
ITGBL1	198	52	5	7
ITM2B	72	32	16	53
ITM2C	3	9	3	9
ITPA	3	10	4	5
ITPK1	4	10	7	5
ITPKB	5	0	52	77
ITPR1	8	5	21	18
ITPR2	12	14	7	10
ITPR3	16	18	23	36
ITPRIP	8	13	6	0
ITPRIPL2	35	18	7	5
ITSN1	7	23	1	5
ITSN2	2	7	13	13
IVD	12	14	21	22
IVNS1ABP	20	13	5	0
IWS1	10	10	3	6
JADE1	18	19	4	8
JADE2	6	7	6	6
JAG1	2	5	1	9
JAK1	42	42	162	12
JAK2	8	5	7	23
JAM3	8	7	14	29
JAZF1	8	10	0	18
JKAMP	6	10	15	30
JMJD1C	26	13	5	11
JMJD8	7	9	6	7
JMY	10	3	12	10
JOSD1	17	18	24	12
JPH2	0	6	7	2
JRK	2	8	1	5
JRKL	4	6	1	9
JTB	11	8	0	8
JUN	8	18	15	19
JUND	6	3	4	9
KANK1	9	14	1	9
KANK2	61	20	8	8
KANSL1	11	6	3	5
KANSL1L	10	2	10	5
KANSL3	10	9	35	25
KARS	10	23	0	5
KAT2B	5	5	5	4
KAT5	3	6	11	9
KAT6A	17	10	7	1
KAT6B	7	6	101	26
KAT7	5	4	10	18
KATNAL1	4	13	8	8
KATNBL1	7	2	4	11
KAZALD1	6	3	12	24
KBTBD2	8	7	6	8
KCMF1	8	10	5	7
KCND2	6	1	36	28
KCNE4	22	9	0	6
KCNK15	5	0	13	17
KCNK2	21	20	13	9
KCNMA1	12	18	1	5
KCNQ1OT1	6	19	4	10
KCNT2	8	0	16	11
KCTD1	5	2	6	7
KCTD10	14	29	6	0
KCTD12	22	33	6	3
KCTD2	4	6	8	5
KCTD20	16	84	7	3
KCTD3	23	19	5	1
KCTD5	6	6	5	2
KCTD7	10	5	6	1
KCTD9	9	7	0	6
KDELC2	15	21	7	10
KDELR1	25	35	2	6
KDELR2	37	93	4	6
KDELR3	5	11	6	2
KDM1A	12	15	11	7
KDM1B	5	9	10	13
KDM2A	12	11	12	3
KDM3A	13	11	9	8
KDM3B	12	14	31	24
KDM4A	8	8	1	13
KDM4B	4	14	8	18
KDM4C	5	3	5	4
KDM5A	12	18	5	11
KDM5B	19	20	7	7
KDM5C	14	15	5	1
KDM5D	11	8	9	5
KDM7A	10	3	8	5
KDSR	21	6	3	8
KEAP1	8	10	3	5
KHDRBS1	31	24	8	4
KHNYN	11	13	44	5
KHSRP	9	13	17	12
KIAA0020	6	6	5	19
KIAA0100	22	59	6	2
KIAA0101	1	7	4	8
KIAA0141	5	10	20	11
KIAA0195	6	8	24	3
KIAA0196	22	20	6	3
KIAA0226	6	4	9	8
KIAA0232	10	9	0	8
KIAA0319L	5	9	2	20
KIAA0355	12	6	5	2
KIAA0368	38	26	5	2
KIAA0391	6	4	16	1
KIAA0430	13	15	7	10
KIAA0513	9	8	7	3
KIAA0556	11	5	13	14
KIAA0586	1	7	6	12
KIAA0753	6	6	6	5
KIAA0754	5	11	2	8
KIAA0907	6	5	6	14
KIAA0930	7	13	14	10
KIAA1033	25	14	2	10
KIAA1109	42	21	5	1
KIAA1147	5	7	3	7
KIAA1191	11	10	6	10
KIAA1217	52	6	5	7
KIAA1279	4	9	0	14
KIAA1429	20	17	5	3
KIAA1462	12	1	7	9
KIAA1468	5	9	8	10
KIAA1522	2	7	1	5
KIAA1549	6	3	3	9
KIAA1549L	14	17	13	15
KIAA1551	10	1	3	6
KIAA1598	3	5	6	9
KIAA1644	3	7	2	6
KIAA1715	7	15	4	6
KIAA1841	7	4	32	15
KIAA2013	7	7	9	45
KIAA2018	2	5	8	12
KIAA2026	8	8	2	10
KIDINS220	34	21	11	16
KIF11	0	11	4	11
KIF13A	20	17	8	16
KIF18A	0	5	10	18
KIF18B	0	7	15	7
KIF1B	16	24	4	6
KIF1C	23	49	1	22
KIF20A	0	17	5	6
KIF20B	1	5	2	15
KIF21A	4	6	4	7
KIF22	0	9	5	4
KIF23	3	17	32	29
KIF26B	7	0	10	4
KIF2A	5	9	4	8
KIF2C	0	5	5	12
KIF3B	13	19	8	19
KIF3C	6	16	6	14
KIF4A	1	5	9	6
KIF5B	25	71	6	3
KIFAP3	9	7	5	6
KIFC1	1	5	0	5
KIFC3	9	14	6	3
KIN	6	1	5	2
KIRREL	56	50	5	1
KITLG	19	6	16	26
KIZ	5	3	6	11
KLC1	10	26	5	3
KLC2	3	8	5	4
KLF10	10	9	3	5
KLF12	16	13	10	14
KLF13	17	8	1	8
KLF3	9	7	6	1
KLF6	10	30	3	8
KLF7	11	22	4	6
KLF9	23	10	15	7
KLHDC10	8	8	16	16
KLHDC2	15	5	3	5
KLHDC3	16	10	59	38
KLHL12	8	4	19	85
KLHL15	5	2	10	2
KLHL18	2	5	7	10
KLHL2	9	3	6	6
KLHL20	4	7	20	109
KLHL21	27	14	0	5
KLHL24	27	5	66	15
KLHL28	5	1	15	0
KLHL36	5	11	11	11
KLHL42	14	10	13	17
KLHL5	14	36	5	1
KLHL7	8	7	7	8
KLHL9	9	11	8	6
KMT2A	18	20	8	6
KMT2B	1	8	11	0
KMT2C	9	19	23	0
KMT2D	6	22	13	24
KMT2E	13	11	4	5
KNOP1	1	5	5	2
KNSTRN	1	7	14	6
KNTC1	1	8	6	4
KPNA1	13	14	5	4
KPNA2	6	44	6	14
KPNA3	16	9	22	9
KPNA4	14	29	4	8
KPNA6	14	31	6	28
KPNB1	38	83	3	5
KRAS	2	18	5	6
KRBOX4	5	1	7	5
KRCC1	6	5	2	5
KRI1	1	5	26	68
KRIT1	8	2	9	5
KRR1	8	4	7	2
KRT14	0	17	3	10
KRT18	2	236	27	18
KRT34	0	6	5	5
KRT8	2	6	5	6
KRT80	0	5	6	4
KRTCAP2	4	12	5	10
KTN1	40	71	8	6
KXD1	7	13	13	63
L3HYPDH	6	7	15	5
L3MBTL3	5	0	4	9
LACC1	2	5	9	1
LACTB	12	5	16	92
LAMA1	33	1	52	3
