IDENTIFIER	GSM1052615	GSM1052616	GSM1052617	GSM1052618	GSM1052619	GSM1052620
ADRB1	8.15237	8.25574	8.00974	7.99106	7.88915	7.94211
ADRB2	7.67455	7.93804	7.78555	7.02315	7.08846	7.39858
ADRB3	6.49689	6.95936	6.568	6.58906	6.44499	6.73995
ADRBK1	9.12103	8.95858	9.01583	8.61128	8.60828	8.80079
ADRBK2	5.98305	5.86083	6.07669	6.17874	5.67549	5.91575
ADRM1	12.378	12.4002	12.3706	11.7806	11.7213	11.7658
ADSL	11.1516	11.0448	11.1377	10.5522	10.5988	10.5014
ADSS	10.0906	9.87733	10.2041	9.47101	9.52881	9.46948
ADSSL1	7.89352	8.17851	7.97016	8.39345	8.55079	8.51274
ADTRP	5.91887	5.97715	5.98907	5.96078	5.9295	6.05687
AEBP1	9.35543	9.08413	9.28913	9.39622	9.28669	9.47188
AEBP2	10.4667	10.2891	10.4653	10.4054	10.4334	10.5333
AEN	10.9006	10.8605	10.8031	9.6853	9.85509	9.84949
AES	11.1971	11.1107	11.0717	11.4857	11.2541	11.5229
AF010144	5.34993	5.50321	5.31169	5.41551	5.30205	5.11922
AF041410	5.53231	5.68623	5.49649	5.62359	5.6495	5.6981
AF067801	5.98115	5.96276	5.70566	5.78399	5.55156	5.94148
AF074983	7.8954	8.10344	8.32992	7.47545	7.776	7.50625
AF083118	5.17243	5.45304	5.08109	5.39388	5.06141	5.09426
AF090884	5.67206	5.43836	5.67071	5.77052	5.67769	5.61794
AF090890	4.93239	5.12783	5.11299	4.66665	4.88532	4.85239
AF090894	6.73047	7.05172	7.26585	6.93591	7.14451	7.01789
AF090895	5.51773	5.59883	5.4183	5.54806	5.85049	5.46708
AF090898	6.08314	6.14492	6.10694	5.99863	6.05507	6.03204
AF090903	5.2557	5.35818	5.14409	5.22961	5.18541	5.18585
AF090907	5.14925	5.18341	5.39099	5.10275	4.92043	5.07068
AF090908	5.76346	5.76713	6.06761	5.55333	5.60896	6.04146
AF090909	5.69166	6.24474	6.20056	6.01387	6.33417	5.68646
AF090928	5.75582	5.87812	5.90728	5.74924	5.7835	5.84926
AF090930	5.86265	6.08594	5.783	5.83507	5.79181	5.99375
AF090931	4.63886	4.76354	4.66763	4.66196	4.95755	4.8231
AF090933	4.56325	4.71113	4.49321	4.63243	4.52527	4.5103
AF090939	6.75797	7.28139	7.15391	6.95702	7.54782	6.71206
AF090940	6.02234	6.25154	5.87627	6.13675	6.01942	6.20224
AF111848	6.80017	7.05552	6.94768	6.922	6.88325	6.9526
AF113010	3.90468	3.9987	4.07247	3.98203	3.87492	3.97586
AF116601	4.57459	4.54813	4.55836	4.41941	4.26352	4.32721
AF116603	5.02045	5.26239	5.59461	5.22997	5.16002	5.46799
AF116626	6.88954	7.06386	6.85712	6.81087	6.90254	6.93025
AF116629	3.86803	3.77122	3.88463	3.97714	3.93242	4.18175
AF116633	5.47828	5.53621	5.2843	5.28916	5.16849	5.37491
AF116642	5.59057	5.77299	5.63641	5.26404	5.46467	5.5932
AF116651	6.32785	6.16382	5.97315	6.02886	6.06753	5.73466
AF116665	6.76079	6.9669	6.89494	6.66419	6.61595	6.44583
AF116669	4.61713	4.74877	4.86916	4.51902	4.87411	4.7132
AF116673	6.46295	6.37665	6.32727	5.87268	6.0888	5.88723
AF116675	3.32509	3.17053	3.24007	3.27464	3.34807	3.17353
AF116685	5.29425	5.61146	5.64399	5.43222	5.30052	5.42146
AF116698	6.43623	6.5513	6.50627	6.49341	6.43266	6.36276
AF116714	4.00361	4.11539	4.18748	3.86416	4.01244	3.98149
AF118062	6.10266	6.3138	5.93316	5.99947	6.15838	5.87902
AF118066	4.72712	4.60364	4.82732	4.78528	4.88175	4.48838
AF118077	5.50384	5.66325	5.47561	5.32935	5.32119	5.14599
AF118080	6.49069	6.45984	6.42396	6.21136	6.39761	6.75173
AF119842	7.00859	6.99741	6.90594	6.81361	6.82682	6.87619
AF119851	3.71634	3.71527	3.89313	3.81771	3.81974	3.85395
AF119852	5.36671	5.48516	5.57425	5.29184	5.28438	5.33972
AF119871	5.20706	5.3116	5.03909	5.49315	5.18548	5.27856
AF119888	3.33334	3.3388	3.34413	3.25647	3.30658	3.30694
AF119904	4.18466	4.09998	4.11919	4.09932	4.00745	4.22579
AF119912	5.82272	5.90803	5.55331	5.47624	5.48238	5.66572
AF130051	6.24872	5.93645	6.08997	5.9917	6.44801	5.96995
AF130057	3.99844	4.04074	4.06602	3.77675	4.14792	4.03642
AF130061	5.40465	5.36776	5.2718	5.42612	5.44137	5.5799
AF130083	3.56219	3.35626	3.39078	3.57348	3.56046	3.38607
AF130083	4.94027	4.63825	4.59804	4.54434	4.51576	4.38995
AF130084	7.80692	8.22287	8.05525	7.95929	8.39873	8.06592
AF130084	7.80692	8.22287	8.05525	7.95929	8.39873	8.06592
AF130093	5.35395	5.63358	5.28372	5.61839	5.12441	5.48671
AF130099	8.85278	9.12904	9.15192	9.12747	9.52154	8.98596
AF130101	7.24908	6.72424	7.04048	7.02137	7.18313	5.84075
AF130112	5.05069	5.09757	5.14156	4.88145	4.67806	4.91835
AF130116	5.76006	5.72586	5.68208	5.52757	5.92476	5.60094
AF132200	3.54283	3.51749	3.49225	3.72444	3.41201	3.60626
AF132204	5.13918	5.35086	5.24357	5.04793	5.25017	5.30575
AF143882	4.96369	5.20194	4.96417	4.86574	5.0324	4.96467
AF159055	4.68887	4.52402	4.71884	4.43182	4.41823	4.53463
AF161340	6.20561	6.46487	6.32125	6.14561	5.9295	5.89983
AF161343	6.27744	6.2313	5.98028	5.96881	6.03346	5.90703
AF161351	7.37165	7.6197	7.44853	7.54134	7.18552	7.52003
AF161353	8.18434	8.13998	8.3074	7.99426	7.99122	7.9856
AF161361	5.82682	5.83662	5.8175	5.70609	5.78823	5.57772
AF161366	7.6101	7.61433	7.39783	7.42999	7.46614	7.22796
AF172817	3.98938	3.87041	4.11759	4.07965	4.19594	3.90539
AF174394	3.84093	4.05726	3.83277	3.7418	3.87445	3.76434
AF194537	5.21788	5.69356	5.49674	5.28049	6.17716	5.21571
AF202635	6.76766	6.94456	7.45925	7.09868	7.48082	7.25798
AF204269	4.93249	5.04559	4.88703	4.61768	4.85779	4.76051
AF210650	3.59543	3.85589	3.70298	3.88913	3.81909	3.92719
AF216583	4.5013	4.39348	4.36182	4.28888	4.30095	4.27866
AF220493	5.83643	6.14273	6.05716	6.02632	6.0311	5.85623
AF221846	6.35889	6.52133	6.32494	6.17196	6.43003	6.26982
AF234262	6.5668	6.53836	6.81001	6.9068	7.78404	7.11097
AF241539	5.53025	5.57119	5.35738	5.58954	5.43907	5.69273
AF242527	5.93262	6.24875	5.94231	6.19953	6.00323	5.85063
AF242772	7.26616	7.64051	7.73762	7.17666	7.6254	6.93459
AF251048	5.37393	5.27518	5.45069	5.13183	5.21708	5.3789
AF257098	4.63979	4.60316	4.58418	4.31722	4.57281	4.59358
AF258551	8.4211	8.58783	8.49357	8.41637	8.37317	8.32312
AF258574	6.24978	5.9853	6.1046	6.73915	6.8228	6.22974
AF258585	6.01507	6.47858	6.46375	6.15843	6.24324	6.15374
AF263547	4.83014	4.77466	4.77702	4.65886	4.80906	4.65863
AF263547	6.7712	6.86798	6.67054	6.77455	7.00858	6.93556
AF269286	7.1721	7.17442	7.25239	6.90691	6.94281	6.65144
AF274942	8.44506	8.69531	8.81826	8.84178	9.48846	8.75075
AF289567	8.05557	8.1554	8.04517	7.84814	7.8953	7.92015
AF289601	6.88379	6.91002	6.97262	6.94332	7.25056	6.85798
AF289601	6.16899	6.67491	6.28649	6.04012	6.31742	5.95773
AF304442	5.68025	5.8328	5.56003	5.67212	5.70517	5.60116
AF304443	4.34449	4.51006	4.6521	4.43215	4.45074	4.66867
AF318318	5.99352	6.04796	5.97247	5.67395	6.30878	6.01138
AF339086	13.5814	13.6884	13.6044	13.8162	13.977	13.7741
AF339086	8.35889	8.13715	7.97646	7.84948	8.23351	6.66791
AF342767	3.96814	3.833	3.83137	3.8528	3.84255	3.93013
AF354444	6.89526	7.05442	6.9306	6.87979	6.61078	6.94814
AF359415	4.73176	4.92549	4.89364	4.71653	4.88217	4.87989
AF359417	6.57043	6.9425	6.5155	6.36651	6.38315	6.66527
AF364863	8.96624	8.90258	8.96538	8.62235	8.73212	8.39419
AF370400	7.23744	7.41087	7.32029	6.94742	6.96508	7.37173
AF384996	6.41586	6.28226	6.35945	5.9862	6.18589	6.16973
AF447879	6.70039	6.79697	6.78743	6.8335	6.93214	6.94353
AF494508	5.82357	5.94107	5.95526	5.97609	5.88613	6.07519
AF531436	10.4168	10.4518	10.5366	10.3491	10.4552	10.3906
AFAP1	7.82137	7.96122	7.61179	7.52581	7.40118	7.68303
AFAP1	10.4496	10.4523	10.5548	9.66988	9.80152	9.66827
AFAP1-AS1	6.48079	7.0311	6.70332	6.63911	6.53255	6.49345
AFAP1L1	8.8223	8.70412	8.90131	8.30904	8.15887	8.24641
AFAP1L2	8.3673	8.0603	8.30122	8.27758	7.98046	8.1878
AFF1	9.79307	9.83544	10.0356	10.5691	10.5525	10.5729
AFF2	6.98918	7.24144	7.16622	6.92802	6.831	7.05958
AFF3	7.31278	7.20256	7.2507	6.98695	6.7825	7.00863
AFF4	11.3508	11.3173	11.3391	11.5244	11.5854	11.412
AFG3L1P	7.80158	7.83992	7.88839	7.53777	7.60807	7.5626
AFG3L2	9.83395	9.5556	9.78586	9.64644	9.63444	9.44036
AFM	4.98229	4.86473	5.09615	4.966	4.66756	4.85768
AFMID	8.72053	8.56524	8.59504	8.1334	8.21723	8.11164
AFP	5.07658	4.9692	4.996	4.98703	5.11574	4.91235
AFTPH	9.57513	9.3879	9.53215	9.81368	9.77126	9.66873
AGA	9.82545	9.70992	9.81178	10.6687	10.6987	10.7637
AGAP1	9.02427	9.24701	9.11413	9.31699	9.37876	9.30308
AGAP11	7.49574	7.59014	7.27952	7.28673	7.3479	7.26936
AGAP2	7.81926	7.82993	7.74967	7.85803	7.98956	8.01156
AGAP3	9.01791	9.00068	8.97124	8.76734	8.71231	8.70901
AGAP5	8.80861	8.73633	8.81269	8.81838	8.78515	8.9288
AGAP5	10.0876	10.1404	10.1527	10.1199	10.1803	10.1118
AGAP5	9.75481	9.78781	9.8294	9.74932	9.81574	9.71607
AGAP5	9.81614	9.85553	9.87863	9.81691	9.89772	9.81951
AGAP5	10.0876	10.1404	10.1527	10.1199	10.1803	10.1118
AGAP5	9.77264	9.80192	9.81825	9.78733	9.847	9.77687
AGAP5	9.64832	9.69993	9.72235	9.63305	9.72135	9.6634
AGAP5	9.55158	9.59176	9.62223	9.56771	9.64434	9.60013
AGAP7P	8.91527	8.87261	8.9604	8.92062	8.91466	9.05974
AGAP7P	9.75416	9.78892	9.81386	9.77289	9.83177	9.76157
AGBL1	5.45615	5.41034	5.50766	5.18828	5.26037	5.47162
AGBL2	6.58104	6.27735	6.79996	7.97213	7.96057	7.70344
AGBL3	5.17113	5.2778	5.31037	5.23319	5.04051	5.36959
AGBL4	5.89957	5.87005	5.84434	5.98998	5.86843	5.66727
AGBL5	8.94041	8.87372	8.86779	9.37109	9.20487	9.31037
AGER	7.90314	7.85663	7.85241	7.91451	7.72803	8.09089
AGER	7.96549	7.93477	7.90758	8.00398	7.77927	8.14965
AGER	7.88208	7.88138	7.82023	7.91305	7.68115	8.0623
AGFG1	12.1195	12.111	12.1563	11.9079	11.8666	11.7656
AGFG2	8.27271	8.38802	8.37082	8.11996	8.00388	7.95551
AGGF1	10.4996	10.4365	10.411	10.9195	10.8947	10.8069
AGK	10.6616	10.5056	10.6506	10.5934	10.637	10.6073
AGL	9.3545	9.18402	9.31553	9.83881	9.85371	9.78486
AGMAT	7.04981	7.21492	7.00424	6.69919	6.73726	7.02672
AGMO	10.8681	10.7608	10.9415	10.5273	10.5867	10.3531
AGO1	11.2249	11.3522	11.3175	11.1489	11.2082	11.1956
AGO2	10.3325	10.261	10.2983	9.63989	9.64122	9.59788
AGO3	10.1645	10.1283	10.2431	10.3608	10.3453	10.2555
AGO4	8.29175	8.06855	8.24553	8.99361	9.05016	8.93955
AGPAT2	9.99572	9.87679	9.92309	10.0513	9.83024	10.1225
AGPAT3	9.73826	9.62997	9.74617	9.86323	9.72798	9.93226
AGPAT4	6.92948	6.99573	7.1339	7.73832	7.83439	7.81804
AGPAT4-IT1	6.68192	6.90718	6.74503	7.03852	7.12457	7.2976
AGPAT5	9.76213	9.58258	9.77828	9.17704	9.19866	9.20045
AGPAT6	9.3666	9.13118	9.31003	9.15698	9.02292	9.1907
AGPAT9	10.9507	10.7712	10.9167	11.0401	10.9769	11.1938
AGPS	10.8659	10.7584	10.9003	11.1778	11.3344	11.2145
AGR2	4.76755	4.83475	4.85175	4.85683	4.80194	4.8398
AGR3	3.9476	3.82175	3.86676	3.7877	3.92605	3.89165
AGRN	9.19237	9.10929	9.03668	9.94821	9.96994	9.99839
AGRP	7.92642	7.96735	7.77677	7.81973	7.68666	7.81703
AGT	6.48108	6.50226	6.40863	6.44384	6.56171	6.52927
AGTPBP1	8.74657	8.43532	8.81555	8.82366	8.93745	8.76163
AGTR1	6.91292	6.84372	6.67163	7.46173	7.47862	7.48497
AGTR2	4.96525	4.74271	4.64753	4.81985	4.68969	4.69088
AGTRAP	10.2603	10.0565	10.1035	10.478	10.2427	10.4815
AGXT	7.5721	7.63633	7.42057	7.35513	7.21523	7.33041
AGXT2	6.11882	6.36706	6.05047	6.05262	6.19885	6.17514
AHCTF1	11.2533	11.198	11.2827	10.6306	10.6782	10.3641
AHCTF1	11.5521	11.5011	11.6467	10.9638	10.9678	10.5765
AHCY	11.384	11.3947	11.3238	11.5107	11.3222	11.466
AHCYL1	12.0337	12.043	12.1085	12.1454	12.0994	11.9454
AHCYL2	9.71044	9.63103	9.801	10.7893	10.7563	10.7085
AHDC1	8.59318	8.6178	8.50721	8.51429	8.31899	8.568
AHI1	8.62267	8.4825	8.6047	8.65933	8.88387	8.70932
AHNAK	11.563	11.4963	11.6061	11.9906	11.9925	12.0048
AHNAK2	7.97634	7.90459	7.9304	10.2066	10.3489	10.0743
AHR	12.1722	12.267	12.2191	11.8173	11.7281	11.5199
AHRR	8.74278	8.87778	8.79435	9.09386	8.97088	9.2034
AHSA1	10.9761	10.721	11.0146	10.051	9.97745	10.1705
AHSA2	8.58789	8.37428	8.63319	9.46852	9.59784	9.40005
AHSG	5.57471	5.5769	5.57354	5.45418	5.44415	5.50585
AHSP	5.53113	5.62888	5.45875	5.48489	5.41702	5.58555
AICDA	6.61128	6.73984	6.56216	6.3484	6.18976	6.63077
AIDA	11.5594	11.3462	11.6164	11.2756	11.414	11.5554
AIDA	7.87534	7.99102	8.04848	7.80544	7.97313	7.69047
AIF1	5.10713	5.29089	5.3835	5.15362	5.29259	5.38313
AIF1	5.10713	5.29089	5.3835	5.15362	5.29259	5.38313
AIF1	5.10713	5.29089	5.3835	5.15362	5.29259	5.38313
AIF1L	9.08467	8.8214	8.77556	9.94045	9.76198	9.99366
AIFM1	10.8362	10.7481	10.989	11.0012	10.9994	10.9123
AIFM2	7.91088	7.83501	7.9299	7.94759	7.87597	7.90787
AIFM3	7.10253	7.33758	7.02795	6.95121	6.90685	7.06044
AIG1	8.07804	7.79196	7.92996	9.03611	8.83705	8.93058
AIM1	9.39099	8.85248	9.20848	9.604	9.67499	9.62946
AIM1L	7.33057	7.6119	7.35259	7.30517	7.28339	7.48104
AIM2	8.49151	8.02459	8.42472	9.16698	9.11961	9.21403
AIMP1	9.41326	9.24561	9.32143	9.14927	9.03438	8.8559
AIP	9.91061	9.76921	9.83567	9.83834	9.77479	10.0178
AIPL1	6.95334	7.28976	6.88136	6.88919	6.80761	6.84731
AIRE	8.23544	8.3616	8.14754	8.06765	8.0301	8.03999
AJAP1	9.5299	9.47591	9.58738	7.7387	7.70725	7.92364
AJUBA	10.0462	9.98283	9.91858	9.87172	9.59558	9.59139
AK000013	7.03449	6.98639	6.91197	6.46161	6.61416	6.68046
AK000013	4.32393	4.06954	4.39994	4.18877	3.96837	4.2313
AK000130	7.96923	8.22153	7.95694	7.97979	8.08526	8.03191
AK000146	8.00139	8.20949	7.96357	7.85407	8.10994	7.64291
AK000313	6.97128	7.06931	6.94084	6.78989	6.65956	6.83706
AK000385	5.74301	5.80392	5.676	5.62677	5.59607	5.63001
AK000420	7.3388	7.40021	7.23493	7.0872	6.9495	7.14589
AK000707	7.132	7.35548	7.12469	7.09848	7.07697	7.10493
AK000809	7.34542	7.38901	7.48065	7.31205	7.25852	7.2553
AK000815	5.78499	5.67109	5.7008	5.74256	5.53878	5.79458
AK000832	8.25297	8.48504	8.16212	8.23638	8.11324	8.2359
AK001057	7.62594	7.62654	7.6541	7.21947	7.49095	7.36504
AK001108	8.87781	8.9568	9.19318	8.61858	8.92088	8.66872
AK001150	6.3589	6.23507	6.23507	6.01816	6.09968	6.38972
AK021432	6.59391	6.81135	6.70305	6.65369	6.81265	6.51175
AK021618	5.22675	5.51325	5.46775	5.51325	5.61296	5.31562
AK021889	5.21824	4.89499	4.9725	4.78358	4.87547	5.3365
AK022213	5.83695	6.29503	6.00875	5.75284	5.44099	5.9743
AK022329	7.27654	7.16293	7.31621	7.05278	7.39965	7.22301
AK022356	7.6191	7.80793	7.46025	7.50469	7.19407	7.44585
AK022467	3.72982	3.89674	3.95707	3.55959	3.75997	3.35704
AK022609	7.19822	7.35173	7.42075	7.4451	7.42368	7.25502
AK023050	7.07155	7.28052	6.76645	7.08477	7.00863	7.1217
AK023372	6.26384	6.24543	6.16736	6.02398	6.26788	5.93854
AK023447	7.48796	7.78195	7.43543	7.65677	7.43355	7.44315
AK023600	8.41375	8.50148	8.71602	8.86812	9.23375	9.07456
AK023947	6.60049	6.71984	6.70306	6.56756	6.50725	6.61609
AK024144	7.93577	8.1475	8.00845	8.15569	8.23306	8.06673
AK024162	7.8203	8.06196	8.03715	7.71368	7.64113	7.3036
AK024372	8.26334	8.30603	8.30307	8.25501	8.28615	8.22135
AK024534	5.83805	5.98213	6.01722	5.82263	5.88697	5.90287
AK024680	8.72019	8.49346	8.82985	10.2707	10.5921	10.3823
AK024925	7.56803	7.97715	8.09004	7.42045	8.13759	7.64337
AK024994	5.44563	5.54841	5.45438	5.21046	5.218	5.45835
AK025278	5.32361	5.56691	5.39739	5.29212	5.45296	5.35813
AK025326	7.87666	7.72839	7.50929	8.10425	8.18662	7.62583
AK026170	13.8453	13.9042	13.8907	13.9694	14.0651	13.9362
AK026249	6.72635	6.76945	6.72274	6.24444	6.43024	6.31363
AK026773	6.63713	6.78528	6.68594	6.78186	6.71743	6.55637
AK027082	6.2187	6.36397	6.02888	6.03315	5.91917	5.9448
AK027150	6.49971	6.80815	6.43949	6.25146	6.40397	6.60621
AK027209	7.03468	7.15265	7.12447	6.8299	7.21262	6.92496
AK027383	6.69767	6.95855	6.70257	6.79594	6.87071	6.71185
AK054879	6.47359	6.66803	6.6481	6.77135	6.96586	7.00288
AK055262	6.78646	6.31129	6.82856	7.12747	7.40389	7.19619
AK055281	7.04885	7.20322	6.96554	6.83878	7.09375	7.01418
AK055340	5.63635	5.43218	5.54325	5.49853	5.55456	5.49589
AK056734	8.22838	8.2443	8.21892	7.77815	7.99456	8.02313
AK056869	7.20974	7.11227	7.14536	6.83735	6.65184	6.83533
AK057704	6.40646	6.42823	6.29497	6.26991	6.39932	6.33544
AK057719	8.22104	8.44125	8.37887	8.25649	8.02955	8.2308
AK057820	6.15824	6.07937	6.4225	6.38967	6.65487	6.44611
AK057820	6.82897	6.84491	7.18083	6.86617	7.57386	7.13296
AK074445	6.26113	6.5711	6.23925	5.97216	5.89747	6.45071
AK074630	6.86288	6.88382	6.95907	6.94968	7.10449	6.60391
AK074742	11.1212	10.8187	11.0754	11.5984	11.3309	11.9835
AK074742	12.5312	12.7474	12.4806	12.9715	13.0149	12.915
AK074742	10.3934	10.5824	10.3692	10.8558	10.943	10.8585
AK074742	11.1212	10.8187	11.0754	11.5984	11.3309	11.9835
AK074742	8.75642	8.73992	8.77306	8.99138	9.13879	9.01603
AK074742	14.0631	14.1015	14.0609	14.1467	14.2229	14.133
AK074742	11.1212	10.8187	11.0754	11.5984	11.3309	11.9835
AK074742	12.5312	12.7474	12.4806	12.9715	13.0149	12.915
AK074742	10.3102	10.3049	10.3671	10.9337	10.9581	10.8471
AK075442	8.05205	8.18301	8.23634	8.74789	9.1259	8.6854
AK090403	7.34651	7.53726	7.4534	7.28805	7.2949	7.2845
AK090474	8.0466	8.23837	8.01591	7.68512	7.99025	8.11335
AK090477	8.99133	9.19704	9.27349	9.28262	9.70961	9.20056
AK090480	6.79063	7.01927	6.92824	7.07971	7.0358	6.85125
AK090581	6.98655	6.96308	7.00858	7.00433	7.06534	7.0286
AK090766	7.85942	7.86838	8.16354	8.49622	8.2885	8.14668
AK090970	6.87653	7.27803	6.95701	6.63056	6.886	6.74666
AK091161	7.77656	7.82977	7.37699	7.38192	7.47044	7.41635
AK091192	5.86152	6.06565	5.81255	5.82561	5.62984	5.65485
AK091409	7.8101	7.95416	8.00421	7.82897	7.70532	7.91765
AK091508	9.09949	9.45314	9.2268	9.35624	9.51681	9.26354
AK091743	4.4174	4.64402	4.66896	4.6372	4.55254	4.78927
AK091913	6.01062	6.10933	6.09036	5.84769	5.8996	6.04643
AK092379	6.25774	6.5777	6.68835	7.04846	7.22376	6.82397
AK093576	6.98744	6.82036	6.81616	7.30404	7.10402	7.29245
AK093770	5.84354	6.74307	6.43293	6.37878	6.55051	7.10355
AK094604	9.75509	9.82362	9.74829	9.66185	9.83361	9.73304
AK094874	9.39488	9.34119	9.36809	9.24616	9.23588	9.34105
AK094875	7.37463	7.55588	7.44521	7.26804	7.40317	7.36579
AK094933	7.08226	7.02186	7.15554	7.09789	7.25819	7.10143
AK095738	7.02957	7.0587	7.16734	7.73445	8.00743	7.18117
AK095880	5.1831	4.74558	5.78372	5.77873	6.36637	5.16589
AK096324	7.22876	7.45939	7.34084	7.34947	6.97071	6.94625
AK096715	7.47855	7.5601	7.40611	7.12961	7.03406	7.25577
AK096781	5.91125	6.27079	6.12199	6.33871	6.18927	6.19315
AK096917	6.56683	6.32969	6.54171	6.41767	6.55065	6.40671
AK096920	6.93703	6.45387	6.81257	7.88967	7.82186	7.63748
AK097033	6.88338	7.00491	7.24775	7.3865	7.45737	7.31297
AK097085	5.37709	5.79098	5.5955	5.89208	6.3094	5.75641
AK097322	13.6361	13.7516	13.6817	13.7995	13.9587	13.8
AK097351	8.34224	8.28543	8.29327	8.45225	8.33447	8.7247
AK097701	8.24975	8.24605	8.16991	8.28161	8.21423	8.16949
AK097860	8.47968	8.73798	8.61376	8.68	8.9111	9.10017
AK098235	9.36604	9.24934	9.49671	10.341	10.2361	10.4104
AK098314	8.50066	8.50331	8.62016	8.53586	8.3835	8.55891
AK098358	6.90191	7.07277	7.07667	6.84255	6.77722	6.88917
AK098514	6.32883	6.50171	6.24414	5.98493	6.22336	6.0995
AK098573	4.58643	4.78129	4.65204	4.77612	4.86432	4.83504
AK098726	6.58053	6.48937	6.60538	6.41519	6.37911	6.62977
AK098728	7.39929	7.3571	7.41804	7.23616	7.3586	7.27955
AK098731	6.72488	6.79718	6.38437	6.43429	6.13581	6.63728
AK1	9.50205	9.42311	9.38145	9.95609	9.80613	10.1026
AK123145	9.18196	9.32125	9.18289	9.36348	9.46803	9.35798
AK123300	5.70955	6.5163	6.26236	6.18517	6.24662	6.26728
AK123815	6.25243	6.31766	6.30355	6.03829	6.23072	6.12938
AK123889	6.60089	6.84144	6.78417	6.65514	6.64683	6.71729
AK123971	4.28488	3.79335	4.07194	3.72382	3.94023	3.87611
AK124166	7.78353	7.623	7.99958	7.55283	7.74694	7.75847
AK124536	5.59636	4.91309	4.88855	5.98123	6.61373	6.73426
AK125343	7.50111	7.56501	7.47507	7.40851	7.41068	7.4449
AK125574	9.46583	9.83338	9.77807	8.93231	9.16599	9.26093
AK125574	10.9963	11.2077	11.3065	10.5564	10.882	10.7859
AK125616	7.81592	8.03524	7.69191	7.68397	7.49409	7.74814
AK125616	7.81592	8.03524	7.69191	7.68397	7.49409	7.74814
AK125637	8.2916	8.34507	8.21655	8.25066	8.07268	8.18033
AK125787	9.01516	9.00952	8.89811	10.869	10.8984	10.6145
AK125816	6.69301	6.96416	6.86058	6.62933	6.84687	6.53842
AK125942	6.12095	6.40896	5.75465	6.13108	6.0074	6.06507
AK126064	5.65988	5.80748	5.80182	5.85313	5.62477	5.67648
AK126547	6.02619	6.0363	5.80858	6.17988	5.47579	6.14183
AK126609	5.58382	5.50297	5.95689	5.00282	5.13908	4.19279
AK126659	6.22655	6.36399	6.26213	6.12263	6.05497	6.33361
AK126749	6.43041	6.50207	6.63069	7.70799	7.47674	7.55728
AK127233	6.74846	6.86207	6.43419	6.82543	6.65106	6.79446
AK127270	6.06327	6.11286	5.91559	6.62881	6.67036	6.45829
AK127390	6.33755	6.45638	6.21942	6.04383	6.04149	6.33056
AK127459	8.91497	8.86888	9.1067	9.94273	9.88032	9.78486
AK127589	7.37668	7.15727	7.0352	6.76559	6.63403	7.02402
AK127863	6.76225	7.17067	6.65836	6.73589	6.68233	6.80202
AK127893	4.99561	5.04474	4.91993	5.0872	5.03162	5.19327
AK127995	12.659	12.6794	12.6689	12.6934	12.701	12.6084
AK128036	6.42945	6.59472	6.53995	6.79842	6.65896	6.66631
AK128090	4.46059	4.28702	4.35909	4.21572	4.30929	4.19278
AK128523	6.17778	6.54098	6.37548	6.3338	6.8131	6.23101
AK128823	8.17741	8.32402	8.23492	8.1722	8.07545	8.12204
AK128829	6.60981	6.58556	6.53029	6.80571	6.5791	6.49046
AK129954	9.65538	9.31302	9.76449	9.95096	9.93491	9.81471
AK130032	7.27246	7.60769	7.38018	7.01037	7.87114	6.66451
AK130448	7.12165	7.30711	7.53629	7.63728	7.87489	7.46011
AK130448	7.12165	7.30711	7.53629	7.63728	7.87489	7.46011
AK130448	6.66115	6.60443	6.63361	6.96404	6.70776	6.69997
AK131254	7.00349	7.32687	7.14995	7.1128	7.45563	6.95042
AK131480	5.42067	5.69152	5.54404	5.27255	5.19655	5.44448
AK2	10.0576	10.0969	10.0425	9.66492	9.85506	9.66082
AK2	12.6909	12.7138	12.6723	12.2992	12.3192	12.1908
AK295122	11.8636	11.9288	11.8986	11.7506	11.7142	11.4009
AK3	10.8121	10.7305	10.8192	11.3367	11.174	11.0018
AK4	9.09125	9.19643	8.76334	8.12641	8.30373	8.83407
AK4	11.1659	11.1078	11.2005	10.051	10.0257	9.65699
AK5	8.8102	8.41333	8.69557	9.35004	9.34947	9.21253
AK6	9.97284	9.90012	10.0258	9.64805	9.67768	9.8587
AK6	9.87629	9.73359	9.9102	9.59385	9.59671	9.72884
AK7	4.99962	4.97546	5.06788	5.66031	5.55634	5.60832
AK8	8.53826	8.55423	8.63321	9.1751	9.10464	9.0543
AK8	7.28643	7.47412	7.39425	7.76976	7.87479	7.71903
AK9	4.80077	4.7522	4.64999	4.67131	4.69759	4.83055
AK9	4.10387	4.13562	4.11562	4.09248	4.06856	4.19322
AK9	6.31072	5.98167	5.80075	7.07939	6.86435	6.77966
AKAP1	10.7942	10.6239	10.7624	10.4292	10.399	10.3898
AKAP10	9.54152	9.35732	9.55041	9.64349	9.66659	9.55904
AKAP11	10.3443	10.1653	10.3246	10.3197	10.3116	10.207
AKAP12	10.4054	10.3475	10.3792	10.0716	10.0745	10.0721
AKAP13	9.21075	9.11654	9.26569	9.56215	9.67054	9.59773
AKAP14	4.41782	4.60996	4.44707	4.82829	4.28207	4.36239
AKAP17A	7.91662	7.79829	7.77496	7.6237	7.57053	7.73562
AKAP17A	7.91662	7.79829	7.77496	7.6237	7.57053	7.73562
